RevisionColumn,PlaceResidence,GenderID,Units,periods,ValueColumn
"r_2","2","2","1000cp","2013Q2","45"
"r_2","2","2","1000cp","2013Q3","35.3"
"r_2","2","2","1000cp","2013Q4","42.8"
"r_2","2","2","1000cp","2014Q1","42"
"r_2","2","2","1000cp","2014Q2","36.7"
"r_2","2","2","1000cp","2014Q3","35"
"r_2","2","2","1000cp","2014Q4","40.9"
"r_2","2","2","1000cp","2015Q1","43.5"
"r_2","2","2","1000cp","2015Q2","39"
"r_2","2","2","1000cp","2015Q3","37.2"
"r_2","2","2","1000cp","2015Q4","41.5"
"r_3","0","0","1000cp","2016Q1","179.32616825052625"
"r_3","0","1","1000cp","2016Q1","97.04802983574513"
"r_3","0","2","1000cp","2016Q1","82.27813841478108"
"r_3","1","0","1000cp","2016Q1","78.01039088458454"
"r_3","1","1","1000cp","2016Q1","38.67031573931082"
"r_3","1","2","1000cp","2016Q1","39.34007514527374"
"r_3","2","0","1000cp","2016Q1","101.3157773659417"
"r_3","2","1","1000cp","2016Q1","58.377714096434396"
"r_3","2","2","1000cp","2016Q1","42.93806326950732"
"r_4","0","0","1000cp","2016Q2","161.1"
"r_4","0","1","1000cp","2016Q2","88.7"
"r_4","0","2","1000cp","2016Q2","72.4"
"r_4","1","0","1000cp","2016Q2","77.8"
"r_4","1","1","1000cp","2016Q2","38.6"
"r_4","1","2","1000cp","2016Q2","39.2"
"r_4","2","0","1000cp","2016Q2","83.3"
"r_4","2","1","1000cp","2016Q2","50.1"
"r_4","2","2","1000cp","2016Q2","33.3"
"r_5","0","0","1000cp","2016Q3","159.3"
"r_5","0","1","1000cp","2016Q3","88"
"r_5","0","2","1000cp","2016Q3","71.4"
"r_5","1","0","1000cp","2016Q3","76"
"r_5","1","1","1000cp","2016Q3","39.6"
"r_5","1","2","1000cp","2016Q3","36.4"
"r_5","2","0","1000cp","2016Q3","83.3"
"r_5","2","1","1000cp","2016Q3","48.3"
"r_5","2","2","1000cp","2016Q3","35"
"r_6","0","0","1000cp","2016Q4","163.5"
"r_6","0","1","1000cp","2016Q4","92.2"
"r_6","0","2","1000cp","2016Q4","71.3"
