RevisionColumn,NACE2008A21,periods,Ownership,Units,ValueColumn
"r_13","K","2014","total","AvNum/Y","56625"
"r_13","K","2014","1","AvNum/Y","1876"
"r_13","K","2014","2","AvNum/Y","54749"
"r_13","K","2015","total","AvNum/Y","55615"
"r_13","K","2015","1","AvNum/Y","1953"
"r_13","K","2015","2","AvNum/Y","53662"
"r_13","K","2016","total","AvNum/Y","56970"
"r_13","K","2016","1","AvNum/Y","2012"
"r_13","K","2016","2","AvNum/Y","54958"
"r_13","K","2017","total","AvNum/Y","56997"
"r_13","K","2017","1","AvNum/Y","2102"
"r_13","K","2017","2","AvNum/Y","54895"
"r_13","K","2018","total","AvNum/Y","57100"
"r_13","K","2018","1","AvNum/Y","1369"
"r_13","K","2018","2","AvNum/Y","55731"
"r_13","K","2019","total","AvNum/Y","56872"
"r_13","K","2019","1","AvNum/Y","1407"
"r_13","K","2019","2","AvNum/Y","55465"
"r_13","K","2020","total","AvNum/Y","55922"
"r_13","K","2020","1","AvNum/Y","1468"
"r_13","K","2020","2","AvNum/Y","54454"
"r_13","K","2021","total","AvNum/Y","55303"
"r_13","K","2021","1","AvNum/Y","1538"
"r_13","K","2021","2","AvNum/Y","53765"
"r_13","K","2022","total","AvNum/Y","55103"
"r_13","K","2022","1","AvNum/Y","1560"
"r_13","K","2022","2","AvNum/Y","53543"
"r_13","K","2023","total","AvNum/Y","55315"
"r_13","K","2023","1","AvNum/Y","1561"
"r_13","K","2023","2","AvNum/Y","53754"
"r_13","K","2024","total","AvNum/Y","55514"
"r_13","K","2024","1","AvNum/Y","1608"
"r_13","K","2024","2","AvNum/Y","53906"
"r_13","L","2008","total","AvNum/Y","24800"
"r_13","L","2008","1","AvNum/Y","2286"
"r_13","L","2008","2","AvNum/Y","22514"
"r_13","L","2009","total","AvNum/Y","25963"
"r_13","L","2009","1","AvNum/Y","2249"
"r_13","L","2009","2","AvNum/Y","23714"
"r_13","L","2010","total","AvNum/Y","24146"
"r_13","L","2010","1","AvNum/Y","2092"
"r_13","L","2010","2","AvNum/Y","22054"
"r_13","L","2011","total","AvNum/Y","24680"
"r_13","L","2011","1","AvNum/Y","2461"
"r_13","L","2011","2","AvNum/Y","22219"
"r_13","L","2012","total","AvNum/Y","23891"
"r_13","L","2012","1","AvNum/Y","2469"
"r_13","L","2012","2","AvNum/Y","21422"
"r_13","L","2013","total","AvNum/Y","23627"
"r_13","L","2013","1","AvNum/Y","2599"
"r_13","L","2013","2","AvNum/Y","21028"
"r_13","L","2014","total","AvNum/Y","23396"
"r_13","L","2014","1","AvNum/Y","2659"
"r_13","L","2014","2","AvNum/Y","20737"
"r_13","L","2015","total","AvNum/Y","22824"
"r_13","L","2015","1","AvNum/Y","2603"
"r_13","L","2015","2","AvNum/Y","20221"
"r_13","L","2016","total","AvNum/Y","23383"
"r_13","L","2016","1","AvNum/Y","2616"
"r_13","L","2016","2","AvNum/Y","20767"
"r_13","L","2017","total","AvNum/Y","24035"
"r_13","L","2017","1","AvNum/Y","2622"
"r_13","L","2017","2","AvNum/Y","21413"
"r_13","L","2018","total","AvNum/Y","24287"
"r_13","L","2018","1","AvNum/Y","2660"
"r_13","L","2018","2","AvNum/Y","21627"
"r_13","L","2019","total","AvNum/Y","23971"
"r_13","L","2019","1","AvNum/Y","2660"
"r_13","L","2019","2","AvNum/Y","21311"
"r_13","L","2020","total","AvNum/Y","22578"
"r_13","L","2020","1","AvNum/Y","2880"
"r_13","L","2020","2","AvNum/Y","19698"
"r_13","L","2021","total","AvNum/Y","21717"
"r_13","L","2021","1","AvNum/Y","2449"
"r_13","L","2021","2","AvNum/Y","19268"
"r_13","L","2022","total","AvNum/Y","22313"
"r_13","L","2022","1","AvNum/Y","2394"
"r_13","L","2022","2","AvNum/Y","19919"
"r_13","L","2023","total","AvNum/Y","22331"
"r_13","L","2023","1","AvNum/Y","2311"
"r_13","L","2023","2","AvNum/Y","20020"
"r_13","L","2024","total","AvNum/Y","22688"
"r_13","L","2024","1","AvNum/Y","2391"
"r_13","L","2024","2","AvNum/Y","20297"
"r_13","M","2008","total","AvNum/Y","70570"
"r_13","M","2008","1","AvNum/Y","14413"
"r_13","M","2008","2","AvNum/Y","56157"
"r_13","M","2009","total","AvNum/Y","74430"
"r_13","M","2009","1","AvNum/Y","13384"
"r_13","M","2009","2","AvNum/Y","61046"
"r_13","M","2010","total","AvNum/Y","70622"
"r_13","M","2010","1","AvNum/Y","12146"
"r_13","M","2010","2","AvNum/Y","58476"
"r_13","M","2011","total","AvNum/Y","69833"
"r_13","M","2011","1","AvNum/Y","11503"
"r_13","M","2011","2","AvNum/Y","58330"
"r_13","M","2012","total","AvNum/Y","70646"
"r_13","M","2012","1","AvNum/Y","11235"
"r_13","M","2012","2","AvNum/Y","59411"
"r_13","M","2013","total","AvNum/Y","70542"
"r_13","M","2013","1","AvNum/Y","10777"
"r_13","M","2013","2","AvNum/Y","59765"
"r_13","M","2014","total","AvNum/Y","72172"
"r_13","M","2014","1","AvNum/Y","10457"
"r_13","M","2014","2","AvNum/Y","61715"
"r_13","M","2015","total","AvNum/Y","74422"
"r_13","M","2015","1","AvNum/Y","10356"
"r_13","M","2015","2","AvNum/Y","64066"
"r_13","M","2016","total","AvNum/Y","76876"
"r_13","M","2016","1","AvNum/Y","10114"
"r_13","M","2016","2","AvNum/Y","66762"
"r_13","M","2017","total","AvNum/Y","79533"
"r_13","M","2017","1","AvNum/Y","9896"
"r_13","M","2017","2","AvNum/Y","69637"
"r_13","M","2018","total","AvNum/Y","81616"
"r_13","M","2018","1","AvNum/Y","9863"
"r_13","M","2018","2","AvNum/Y","71753"
"r_13","M","2019","total","AvNum/Y","82840"
"r_13","M","2019","1","AvNum/Y","9741"
"r_13","M","2019","2","AvNum/Y","73099"
"r_13","M","2020","total","AvNum/Y","79960"
"r_13","M","2020","1","AvNum/Y","9429"
"r_13","M","2020","2","AvNum/Y","70531"
"r_13","M","2021","total","AvNum/Y","82290"
"r_13","M","2021","1","AvNum/Y","9391"
"r_13","M","2021","2","AvNum/Y","72899"
"r_13","M","2022","total","AvNum/Y","85507"
"r_13","M","2022","1","AvNum/Y","9194"
"r_13","M","2022","2","AvNum/Y","76313"
"r_13","M","2023","total","AvNum/Y","86643"
"r_13","M","2023","1","AvNum/Y","8880"
"r_13","M","2023","2","AvNum/Y","77763"
"r_13","M","2024","total","AvNum/Y","89147"
"r_13","M","2024","1","AvNum/Y","8685"
"r_13","M","2024","2","AvNum/Y","80462"
"r_13","N","2008","total","AvNum/Y","104124"
"r_13","N","2008","1","AvNum/Y","30975"
"r_13","N","2008","2","AvNum/Y","73149"
"r_13","N","2009","total","AvNum/Y","106357"
"r_13","N","2009","1","AvNum/Y","28044"
"r_13","N","2009","2","AvNum/Y","78313"
"r_13","N","2010","total","AvNum/Y","95635"
"r_13","N","2010","1","AvNum/Y","18682"
"r_13","N","2010","2","AvNum/Y","76953"
"r_13","N","2011","total","AvNum/Y","106509"
"r_13","N","2011","1","AvNum/Y","25015"
"r_13","N","2011","2","AvNum/Y","81494"
"r_13","N","2012","total","AvNum/Y","113843"
"r_13","N","2012","1","AvNum/Y","28951"
"r_13","N","2012","2","AvNum/Y","84892"
"r_13","N","2013","total","AvNum/Y","122231"
"r_13","N","2013","1","AvNum/Y","34101"
"r_13","N","2013","2","AvNum/Y","88130"
"r_13","N","2014","total","AvNum/Y","112702"
"r_13","N","2014","1","AvNum/Y","20267"
"r_13","N","2014","2","AvNum/Y","92435"
"r_13","N","2015","total","AvNum/Y","108233"
"r_13","N","2015","1","AvNum/Y","14030"
"r_13","N","2015","2","AvNum/Y","94203"
"r_13","N","2016","total","AvNum/Y","111803"
"r_13","N","2016","1","AvNum/Y","14578"
"r_13","N","2016","2","AvNum/Y","97225"
"r_13","N","2017","total","AvNum/Y","112810"
"r_13","N","2017","1","AvNum/Y","14335"
"r_13","N","2017","2","AvNum/Y","98475"
"r_13","N","2018","total","AvNum/Y","115768"
"r_13","N","2018","1","AvNum/Y","17160"
"r_13","N","2018","2","AvNum/Y","98608"
"r_13","N","2019","total","AvNum/Y","116941"
"r_13","N","2019","1","AvNum/Y","19600"
"r_13","N","2019","2","AvNum/Y","97341"
"r_13","N","2020","total","AvNum/Y","112777"
"r_13","N","2020","1","AvNum/Y","19210"
"r_13","N","2020","2","AvNum/Y","93567"
"r_13","N","2021","total","AvNum/Y","112894"
"r_13","N","2021","1","AvNum/Y","17123"
"r_13","N","2021","2","AvNum/Y","95771"
"r_13","N","2022","total","AvNum/Y","114196"
"r_13","N","2022","1","AvNum/Y","19193"
"r_13","N","2022","2","AvNum/Y","95003"
"r_13","N","2023","total","AvNum/Y","112059"
"r_13","N","2023","1","AvNum/Y","17292"
"r_13","N","2023","2","AvNum/Y","94767"
"r_13","N","2024","total","AvNum/Y","113081"
"r_13","N","2024","1","AvNum/Y","18244"
"r_13","N","2024","2","AvNum/Y","94837"
"r_13","O","2008","total","AvNum/Y","129422"
"r_13","O","2008","1","AvNum/Y","129422"
"r_13","O","2008","2","AvNum/Y","x"
"r_13","O","2009","total","AvNum/Y","129402"
"r_13","O","2009","1","AvNum/Y","129402"
"r_13","O","2009","2","AvNum/Y","x"
"r_13","O","2010","total","AvNum/Y","116996"
"r_13","O","2010","1","AvNum/Y","116996"
"r_13","O","2010","2","AvNum/Y","x"
"r_13","O","2011","total","AvNum/Y","114077"
"r_13","O","2011","1","AvNum/Y","114077"
"r_13","O","2011","2","AvNum/Y","x"
"r_13","O","2012","total","AvNum/Y","114331"
"r_13","O","2012","1","AvNum/Y","114331"
"r_13","O","2012","2","AvNum/Y","x"
"r_13","O","2013","total","AvNum/Y","113791"
"r_13","O","2013","1","AvNum/Y","113791"
"r_13","O","2013","2","AvNum/Y","x"
"r_13","O","2014","total","AvNum/Y","113081"
"r_13","O","2014","1","AvNum/Y","113081"
"r_13","O","2014","2","AvNum/Y","x"
"r_13","O","2015","total","AvNum/Y","112113"
"r_13","O","2015","1","AvNum/Y","112113"
"r_13","O","2015","2","AvNum/Y","x"
"r_13","O","2016","total","AvNum/Y","111572"
"r_13","O","2016","1","AvNum/Y","111572"
"r_13","O","2016","2","AvNum/Y","x"
"r_13","O","2017","total","AvNum/Y","111624"
"r_13","O","2017","1","AvNum/Y","111624"
"r_13","O","2017","2","AvNum/Y","x"
"r_13","O","2018","total","AvNum/Y","111142"
"r_13","O","2018","1","AvNum/Y","111142"
"r_13","O","2018","2","AvNum/Y","x"
"r_13","O","2019","total","AvNum/Y","112322"
"r_13","O","2019","1","AvNum/Y","112322"
"r_13","O","2019","2","AvNum/Y","x"
"r_13","O","2020","total","AvNum/Y","112208"
"r_13","O","2020","1","AvNum/Y","112208"
"r_13","O","2020","2","AvNum/Y","x"
"r_13","O","2021","total","AvNum/Y","113503"
"r_13","O","2021","1","AvNum/Y","113503"
"r_13","O","2021","2","AvNum/Y","x"
"r_13","O","2022","total","AvNum/Y","112221"
"r_13","O","2022","1","AvNum/Y","112221"
"r_13","O","2022","2","AvNum/Y","x"
"r_13","O","2023","total","AvNum/Y","111689"
"r_13","O","2023","1","AvNum/Y","111689"
"r_13","O","2023","2","AvNum/Y","x"
"r_13","O","2024","total","AvNum/Y","112349"
"r_13","O","2024","1","AvNum/Y","112349"
"r_13","O","2024","2","AvNum/Y","x"
"r_13","P","2008","total","AvNum/Y","171363"
"r_13","P","2008","1","AvNum/Y","164479"
"r_13","P","2008","2","AvNum/Y","6884"
"r_13","P","2009","total","AvNum/Y","166319"
"r_13","P","2009","1","AvNum/Y","158545"
"r_13","P","2009","2","AvNum/Y","7774"
"r_13","P","2010","total","AvNum/Y","164093"
"r_13","P","2010","1","AvNum/Y","156172"
"r_13","P","2010","2","AvNum/Y","7921"
"r_13","P","2011","total","AvNum/Y","163882"
"r_13","P","2011","1","AvNum/Y","155799"
"r_13","P","2011","2","AvNum/Y","8083"
"r_13","P","2012","total","AvNum/Y","163138"
"r_13","P","2012","1","AvNum/Y","154936"
"r_13","P","2012","2","AvNum/Y","8202"
"r_13","P","2013","total","AvNum/Y","164469"
"r_13","P","2013","1","AvNum/Y","155958"
"r_13","P","2013","2","AvNum/Y","8511"
"r_13","P","2014","total","AvNum/Y","166148"
"r_13","P","2014","1","AvNum/Y","157373"
"r_13","P","2014","2","AvNum/Y","8775"
"r_13","P","2015","total","AvNum/Y","165534"
"r_13","P","2015","1","AvNum/Y","156732"
"r_13","P","2015","2","AvNum/Y","8802"
"r_13","P","2016","total","AvNum/Y","163905"
"r_13","P","2016","1","AvNum/Y","154660"
"r_13","P","2016","2","AvNum/Y","9245"
"r_13","P","2017","total","AvNum/Y","162697"
"r_13","P","2017","1","AvNum/Y","152988"
"r_13","P","2017","2","AvNum/Y","9709"
"r_13","P","2018","total","AvNum/Y","162463"
"r_13","P","2018","1","AvNum/Y","152576"
"r_13","P","2018","2","AvNum/Y","9887"
"r_13","P","2019","total","AvNum/Y","162757"
"r_13","P","2019","1","AvNum/Y","152405"
"r_13","P","2019","2","AvNum/Y","10352"
"r_13","P","2020","total","AvNum/Y","162961"
"r_13","P","2020","1","AvNum/Y","153233"
"r_13","P","2020","2","AvNum/Y","9728"
"r_13","P","2021","total","AvNum/Y","164619"
"r_13","P","2021","1","AvNum/Y","154565"
"r_13","P","2021","2","AvNum/Y","10054"
"r_13","P","2022","total","AvNum/Y","165497"
"r_13","P","2022","1","AvNum/Y","155187"
"r_13","P","2022","2","AvNum/Y","10310"
"r_13","P","2023","total","AvNum/Y","166480"
"r_13","P","2023","1","AvNum/Y","155793"
"r_13","P","2023","2","AvNum/Y","10687"
"r_13","P","2024","total","AvNum/Y","168134"
"r_13","P","2024","1","AvNum/Y","156864"
"r_13","P","2024","2","AvNum/Y","11270"
"r_13","Q","2008","total","AvNum/Y","126402"
"r_13","Q","2008","1","AvNum/Y","104942"
"r_13","Q","2008","2","AvNum/Y","21460"
"r_13","Q","2009","total","AvNum/Y","131169"
"r_13","Q","2009","1","AvNum/Y","106678"
"r_13","Q","2009","2","AvNum/Y","24491"
"r_13","Q","2010","total","AvNum/Y","130335"
"r_13","Q","2010","1","AvNum/Y","104658"
"r_13","Q","2010","2","AvNum/Y","25677"
"r_13","Q","2011","total","AvNum/Y","132838"
"r_13","Q","2011","1","AvNum/Y","105894"
"r_13","Q","2011","2","AvNum/Y","26944"
"r_13","Q","2012","total","AvNum/Y","133397"
"r_13","Q","2012","1","AvNum/Y","105216"
"r_13","Q","2012","2","AvNum/Y","28181"
"r_13","Q","2013","total","AvNum/Y","136480"
"r_13","Q","2013","1","AvNum/Y","105974"
"r_13","Q","2013","2","AvNum/Y","30506"
"r_13","Q","2014","total","AvNum/Y","136837"
"r_13","Q","2014","1","AvNum/Y","104295"
"r_13","Q","2014","2","AvNum/Y","32542"
"r_13","Q","2015","total","AvNum/Y","136959"
"r_13","Q","2015","1","AvNum/Y","103034"
"r_13","Q","2015","2","AvNum/Y","33925"
"r_13","Q","2016","total","AvNum/Y","138016"
"r_13","Q","2016","1","AvNum/Y","101908"
"r_13","Q","2016","2","AvNum/Y","36108"
"r_13","Q","2017","total","AvNum/Y","138636"
"r_13","Q","2017","1","AvNum/Y","101011"
"r_13","Q","2017","2","AvNum/Y","37625"
"r_13","Q","2018","total","AvNum/Y","138923"
"r_13","Q","2018","1","AvNum/Y","100522"
"r_13","Q","2018","2","AvNum/Y","38401"
"r_13","Q","2019","total","AvNum/Y","140448"
"r_13","Q","2019","1","AvNum/Y","101063"
"r_13","Q","2019","2","AvNum/Y","39385"
"r_13","Q","2020","total","AvNum/Y","144972"
"r_13","Q","2020","1","AvNum/Y","105954"
"r_13","Q","2020","2","AvNum/Y","39018"
"r_13","Q","2021","total","AvNum/Y","152509"
"r_13","Q","2021","1","AvNum/Y","111542"
"r_13","Q","2021","2","AvNum/Y","40967"
"r_13","Q","2022","total","AvNum/Y","161443"
"r_13","Q","2022","1","AvNum/Y","117999"
"r_13","Q","2022","2","AvNum/Y","43444"
"r_13","Q","2023","total","AvNum/Y","170306"
"r_13","Q","2023","1","AvNum/Y","124962"
"r_13","Q","2023","2","AvNum/Y","45344"
"r_13","Q","2024","total","AvNum/Y","181601"
"r_13","Q","2024","1","AvNum/Y","133494"
"r_13","Q","2024","2","AvNum/Y","48107"
"r_13","R","2008","total","AvNum/Y","31586"
"r_13","R","2008","1","AvNum/Y","14292"
"r_13","R","2008","2","AvNum/Y","17294"
"r_13","R","2009","total","AvNum/Y","33326"
"r_13","R","2009","1","AvNum/Y","14028"
"r_13","R","2009","2","AvNum/Y","19298"
"r_13","R","2010","total","AvNum/Y","30679"
"r_13","R","2010","1","AvNum/Y","13081"
"r_13","R","2010","2","AvNum/Y","17598"
"r_13","R","2011","total","AvNum/Y","31000"
"r_13","R","2011","1","AvNum/Y","13290"
"r_13","R","2011","2","AvNum/Y","17710"
"r_13","R","2012","total","AvNum/Y","31083"
"r_13","R","2012","1","AvNum/Y","13259"
"r_13","R","2012","2","AvNum/Y","17824"
"r_13","R","2013","total","AvNum/Y","31793"
"r_13","R","2013","1","AvNum/Y","13673"
"r_13","R","2013","2","AvNum/Y","18120"
"r_13","R","2014","total","AvNum/Y","32178"
"r_13","R","2014","1","AvNum/Y","13719"
"r_13","R","2014","2","AvNum/Y","18459"
"r_13","R","2015","total","AvNum/Y","33874"
"r_13","R","2015","1","AvNum/Y","14151"
"r_13","R","2015","2","AvNum/Y","19723"
"r_13","R","2016","total","AvNum/Y","35332"
"r_13","R","2016","1","AvNum/Y","14153"
"r_13","R","2016","2","AvNum/Y","21179"
"r_13","R","2017","total","AvNum/Y","36911"
"r_13","R","2017","1","AvNum/Y","13943"
"r_13","R","2017","2","AvNum/Y","22968"
"r_13","R","2018","total","AvNum/Y","37557"
"r_13","R","2018","1","AvNum/Y","14345"
"r_13","R","2018","2","AvNum/Y","23212"
"r_13","R","2019","total","AvNum/Y","36989"
"r_13","R","2019","1","AvNum/Y","14205"
"r_13","R","2019","2","AvNum/Y","22784"
"r_13","R","2020","total","AvNum/Y","32429"
"r_13","R","2020","1","AvNum/Y","13909"
"r_13","R","2020","2","AvNum/Y","18520"
"r_13","R","2021","total","AvNum/Y","33067"
"r_13","R","2021","1","AvNum/Y","14458"
"r_13","R","2021","2","AvNum/Y","18609"
"r_13","R","2022","total","AvNum/Y","34753"
"r_13","R","2022","1","AvNum/Y","14536"
"r_13","R","2022","2","AvNum/Y","20217"
"r_13","R","2023","total","AvNum/Y","37190"
"r_13","R","2023","1","AvNum/Y","15033"
"r_13","R","2023","2","AvNum/Y","22157"
"r_13","R","2024","total","AvNum/Y","38806"
"r_13","R","2024","1","AvNum/Y","15377"
"r_13","R","2024","2","AvNum/Y","23429"
"r_13","S","2008","total","AvNum/Y","30340"
"r_13","S","2008","1","AvNum/Y","1763"
"r_13","S","2008","2","AvNum/Y","28577"
"r_13","S","2009","total","AvNum/Y","33579"
"r_13","S","2009","1","AvNum/Y","1484"
"r_13","S","2009","2","AvNum/Y","32095"
"r_13","S","2010","total","AvNum/Y","32453"
"r_13","S","2010","1","AvNum/Y","1320"
"r_13","S","2010","2","AvNum/Y","31133"
"r_13","S","2011","total","AvNum/Y","35532"
"r_13","S","2011","1","AvNum/Y","1475"
"r_13","S","2011","2","AvNum/Y","34057"
"r_13","S","2012","total","AvNum/Y","35098"
"r_13","S","2012","1","AvNum/Y","1323"
"r_13","S","2012","2","AvNum/Y","33775"
"r_13","S","2013","total","AvNum/Y","36208"
"r_13","S","2013","1","AvNum/Y","1793"
"r_13","S","2013","2","AvNum/Y","34415"
"r_13","S","2014","total","AvNum/Y","36332"
"r_13","S","2014","1","AvNum/Y","1378"
"r_13","S","2014","2","AvNum/Y","34954"
"r_13","S","2015","total","AvNum/Y","36589"
"r_13","S","2015","1","AvNum/Y","1568"
"r_13","S","2015","2","AvNum/Y","35021"
"r_13","S","2016","total","AvNum/Y","37088"
"r_13","S","2016","1","AvNum/Y","1616"
"r_13","S","2016","2","AvNum/Y","35472"
"r_13","S","2017","total","AvNum/Y","37604"
"r_13","S","2017","1","AvNum/Y","1438"
"r_13","S","2017","2","AvNum/Y","36166"
"r_13","S","2018","total","AvNum/Y","37459"
"r_13","S","2018","1","AvNum/Y","1369"
"r_13","S","2018","2","AvNum/Y","36090"
"r_13","S","2019","total","AvNum/Y","39170"
"r_13","S","2019","1","AvNum/Y","1354"
"r_13","S","2019","2","AvNum/Y","37816"
"r_13","S","2020","total","AvNum/Y","35100"
"r_13","S","2020","1","AvNum/Y","1336"
"r_13","S","2020","2","AvNum/Y","33764"
"r_13","S","2021","total","AvNum/Y","36420"
"r_13","S","2021","1","AvNum/Y","1232"
"r_13","S","2021","2","AvNum/Y","35188"
"r_13","S","2022","total","AvNum/Y","36821"
"r_13","S","2022","1","AvNum/Y","1210"
"r_13","S","2022","2","AvNum/Y","35611"
"r_13","S","2023","total","AvNum/Y","37223"
"r_13","S","2023","1","AvNum/Y","1212"
"r_13","S","2023","2","AvNum/Y","36011"
"r_13","S","2024","total","AvNum/Y","38142"
"r_13","S","2024","1","AvNum/Y","1255"
"r_13","S","2024","2","AvNum/Y","36887"
