RevisionColumn,GenderID,Age10_LFS,Units,periods,ValueColumn
"r_2","2","55 - 64","1000cp","2006Q1","146.5"
"r_2","2","55 - 64","1000cp","2006Q2","164.2"
"r_2","2","55 - 64","1000cp","2006Q3","168.9"
"r_2","2","55 - 64","1000cp","2006Q4","167.1"
"r_2","2","55 - 64","1000cp","2007Q1","170.7"
"r_2","2","55 - 64","1000cp","2007Q2","181"
"r_2","2","55 - 64","1000cp","2007Q3","180.4"
"r_2","2","55 - 64","1000cp","2007Q4","183.9"
"r_2","2","55 - 64","1000cp","2008Q1","192.6"
"r_2","2","55 - 64","1000cp","2008Q2","204.4"
"r_2","2","55 - 64","1000cp","2008Q3","202.2"
"r_2","2","55 - 64","1000cp","2008Q4","200.2"
"r_2","2","55 - 64","1000cp","2009Q1","206.6"
"r_2","2","55 - 64","1000cp","2009Q2","215.8"
"r_2","2","55 - 64","1000cp","2009Q3","209.1"
"r_2","2","55 - 64","1000cp","2009Q4","198.6"
"r_2","2","55 - 64","1000cp","2010Q1","220.2"
"r_2","2","55 - 64","1000cp","2010Q2","218.7"
"r_2","2","55 - 64","1000cp","2010Q3","220.2"
"r_2","2","55 - 64","1000cp","2010Q4","224.9"
"r_2","2","55 - 64","1000cp","2011Q1","217.5"
"r_2","2","55 - 64","1000cp","2011Q2","216.7"
"r_2","2","55 - 64","1000cp","2011Q3","223.4"
"r_2","2","55 - 64","1000cp","2011Q4","230.3"
"r_2","2","55 - 64","1000cp","2012Q1","220.8"
"r_2","2","55 - 64","1000cp","2012Q2","227.1"
"r_2","2","55 - 64","1000cp","2012Q3","236.3"
"r_2","2","55 - 64","1000cp","2012Q4","232.1"
"r_2","2","55 - 64","1000cp","2013Q1","229.4"
"r_2","2","55 - 64","1000cp","2013Q2","236.9"
"r_2","2","55 - 64","1000cp","2013Q3","245.3"
"r_2","2","55 - 64","1000cp","2013Q4","239.5"
"r_2","2","55 - 64","1000cp","2014Q1","238.4"
"r_2","2","55 - 64","1000cp","2014Q2","241.3"
"r_2","2","55 - 64","1000cp","2014Q3","255.1"
"r_2","2","55 - 64","1000cp","2014Q4","256.4"
"r_2","2","55 - 64","1000cp","2015Q1","247.1"
"r_2","2","55 - 64","1000cp","2015Q2","254.9"
"r_2","2","55 - 64","1000cp","2015Q3","267.5"
"r_2","2","55 - 64","1000cp","2015Q4","272.9"
"r_2","2","65+","1000cp","2003Q1","9.4"
"r_2","2","65+","1000cp","2003Q2","17.4"
"r_2","2","65+","1000cp","2003Q3","20.3"
"r_2","2","65+","1000cp","2003Q4","13.5"
"r_2","2","65+","1000cp","2004Q1","12.2"
"r_2","2","65+","1000cp","2004Q2","14.6"
"r_2","2","65+","1000cp","2004Q3","19.3"
"r_2","2","65+","1000cp","2004Q4","14.1"
"r_2","2","65+","1000cp","2005Q1","10.5"
"r_2","2","65+","1000cp","2005Q2","11.5"
"r_2","2","65+","1000cp","2005Q3","11.5"
"r_2","2","65+","1000cp","2005Q4","12"
"r_2","2","65+","1000cp","2006Q1","8.8"
"r_2","2","65+","1000cp","2006Q2","11.5"
"r_2","2","65+","1000cp","2006Q3","13.8"
"r_2","2","65+","1000cp","2006Q4","12.2"
"r_2","2","65+","1000cp","2007Q1","10.8"
"r_2","2","65+","1000cp","2007Q2","11.3"
"r_2","2","65+","1000cp","2007Q3","15.4"
"r_2","2","65+","1000cp","2007Q4","13.9"
"r_2","2","65+","1000cp","2008Q1","15.2"
"r_2","2","65+","1000cp","2008Q2","18.8"
"r_2","2","65+","1000cp","2008Q3","18.2"
"r_2","2","65+","1000cp","2008Q4","16"
"r_2","2","65+","1000cp","2009Q1","14"
"r_2","2","65+","1000cp","2009Q2","17.5"
"r_2","2","65+","1000cp","2009Q3","16.4"
"r_2","2","65+","1000cp","2009Q4","12.8"
"r_2","2","65+","1000cp","2010Q1","11"
"r_2","2","65+","1000cp","2010Q2","11.7"
"r_2","2","65+","1000cp","2010Q3","12.7"
"r_2","2","65+","1000cp","2010Q4","12.6"
"r_2","2","65+","1000cp","2011Q1","11.6"
"r_2","2","65+","1000cp","2011Q2","10.2"
"r_2","2","65+","1000cp","2011Q3","12.8"
"r_2","2","65+","1000cp","2011Q4","12.1"
"r_2","2","65+","1000cp","2012Q1","12.7"
"r_2","2","65+","1000cp","2012Q2","15.9"
"r_2","2","65+","1000cp","2012Q3","14.4"
"r_2","2","65+","1000cp","2012Q4","15.2"
"r_2","2","65+","1000cp","2013Q1","15.3"
"r_2","2","65+","1000cp","2013Q2","16.4"
"r_2","2","65+","1000cp","2013Q3","16.3"
"r_2","2","65+","1000cp","2013Q4","18.4"
"r_2","2","65+","1000cp","2014Q1","18.4"
"r_2","2","65+","1000cp","2014Q2","19"
"r_2","2","65+","1000cp","2014Q3","20.5"
"r_2","2","65+","1000cp","2014Q4","22.6"
"r_2","2","65+","1000cp","2015Q1","21.1"
"r_2","2","65+","1000cp","2015Q2","20.4"
"r_2","2","65+","1000cp","2015Q3","23.2"
"r_2","2","65+","1000cp","2015Q4","25.4"
"r_3","0","0","1000cp","2016Q1","2975.1"
"r_3","0","15 - 64","1000cp","2016Q1","2915.3"
"r_3","0","20 - 64","1000cp","2016Q1","2905.4"
"r_3","0","15 - 29","1000cp","2016Q1","435"
"r_3","0","15 - 24","1000cp","2016Q1","132.8"
"r_3","0","25 - 34","1000cp","2016Q1","660.2"
"r_3","0","35 - 44","1000cp","2016Q1","841.8"
"r_3","0","45 - 54","1000cp","2016Q1","759"
"r_3","0","55 - 64","1000cp","2016Q1","521.5"
"r_3","0","65+","1000cp","2016Q1","59.8"
"r_3","1","0","1000cp","2016Q1","1586.1"
"r_3","1","15 - 64","1000cp","2016Q1","1549.3"
"r_3","1","20 - 64","1000cp","2016Q1","1544.2"
"r_3","1","15 - 29","1000cp","2016Q1","247.7"
"r_3","1","15 - 24","1000cp","2016Q1","80.5"
"r_3","1","25 - 34","1000cp","2016Q1","366.7"
"r_3","1","35 - 44","1000cp","2016Q1","448.4"
"r_3","1","45 - 54","1000cp","2016Q1","388.4"
"r_3","1","55 - 64","1000cp","2016Q1","265.3"
"r_3","1","65+","1000cp","2016Q1","36.8"
"r_3","2","0","1000cp","2016Q1","1389.1"
"r_3","2","15 - 64","1000cp","2016Q1","1366"
"r_3","2","20 - 64","1000cp","2016Q1","1361.2"
"r_3","2","15 - 29","1000cp","2016Q1","187.3"
"r_3","2","15 - 24","1000cp","2016Q1","52.3"
"r_3","2","25 - 34","1000cp","2016Q1","293.5"
"r_3","2","35 - 44","1000cp","2016Q1","393.4"
"r_3","2","45 - 54","1000cp","2016Q1","370.6"
"r_3","2","55 - 64","1000cp","2016Q1","256.2"
"r_3","2","65+","1000cp","2016Q1","23.1"
"r_4","0","0","1000cp","2016Q2","3033.4"
"r_4","0","15 - 64","1000cp","2016Q2","2972.1"
"r_4","0","20 - 64","1000cp","2016Q2","2959"
"r_4","0","15 - 29","1000cp","2016Q2","458.6"
"r_4","0","15 - 24","1000cp","2016Q2","143.9"
"r_4","0","25 - 34","1000cp","2016Q2","678.2"
"r_4","0","35 - 44","1000cp","2016Q2","842.2"
"r_4","0","45 - 54","1000cp","2016Q2","768"
"r_4","0","55 - 64","1000cp","2016Q2","539.7"
"r_4","0","65+","1000cp","2016Q2","61.3"
"r_4","1","0","1000cp","2016Q2","1608.3"
"r_4","1","15 - 64","1000cp","2016Q2","1570.7"
"r_4","1","20 - 64","1000cp","2016Q2","1563.7"
"r_4","1","15 - 29","1000cp","2016Q2","264.3"
"r_4","1","15 - 24","1000cp","2016Q2","87.9"
"r_4","1","25 - 34","1000cp","2016Q2","376.6"
"r_4","1","35 - 44","1000cp","2016Q2","447.2"
"r_4","1","45 - 54","1000cp","2016Q2","383.5"
"r_4","1","55 - 64","1000cp","2016Q2","275.4"
"r_4","1","65+","1000cp","2016Q2","37.5"
"r_4","2","0","1000cp","2016Q2","1425.1"
"r_4","2","15 - 64","1000cp","2016Q2","1401.3"
"r_4","2","20 - 64","1000cp","2016Q2","1395.4"
"r_4","2","15 - 29","1000cp","2016Q2","194.3"
"r_4","2","15 - 24","1000cp","2016Q2","56"
"r_4","2","25 - 34","1000cp","2016Q2","301.6"
"r_4","2","35 - 44","1000cp","2016Q2","395"
"r_4","2","45 - 54","1000cp","2016Q2","384.5"
"r_4","2","55 - 64","1000cp","2016Q2","264.2"
"r_4","2","65+","1000cp","2016Q2","23.8"
"r_5","0","0","1000cp","2016Q3","3052.7"
"r_5","0","15 - 64","1000cp","2016Q3","2988.1"
"r_5","0","20 - 64","1000cp","2016Q3","2975.2"
"r_5","0","15 - 29","1000cp","2016Q3","445.5"
"r_5","0","15 - 24","1000cp","2016Q3","131.3"
"r_5","0","25 - 34","1000cp","2016Q3","679"
"r_5","0","35 - 44","1000cp","2016Q3","858.4"
"r_5","0","45 - 54","1000cp","2016Q3","772"
"r_5","0","55 - 64","1000cp","2016Q3","547.5"
"r_5","0","65+","1000cp","2016Q3","64.6"
"r_5","1","0","1000cp","2016Q3","1623.7"
"r_5","1","15 - 64","1000cp","2016Q3","1584.6"
"r_5","1","20 - 64","1000cp","2016Q3","1576"
"r_5","1","15 - 29","1000cp","2016Q3","258.4"
"r_5","1","15 - 24","1000cp","2016Q3","77"
"r_5","1","25 - 34","1000cp","2016Q3","382.4"
"r_5","1","35 - 44","1000cp","2016Q3","456.5"
"r_5","1","45 - 54","1000cp","2016Q3","390.2"
"r_5","1","55 - 64","1000cp","2016Q3","278.5"
"r_5","1","65+","1000cp","2016Q3","39.1"
"r_5","2","0","1000cp","2016Q3","1429.1"
"r_5","2","15 - 64","1000cp","2016Q3","1403.5"
"r_5","2","20 - 64","1000cp","2016Q3","1399.1"
"r_5","2","15 - 29","1000cp","2016Q3","187.1"
"r_5","2","15 - 24","1000cp","2016Q3","54.3"
"r_5","2","25 - 34","1000cp","2016Q3","296.5"
"r_5","2","35 - 44","1000cp","2016Q3","401.9"
"r_5","2","45 - 54","1000cp","2016Q3","381.8"
"r_5","2","55 - 64","1000cp","2016Q3","269"
"r_5","2","65+","1000cp","2016Q3","25.5"
"r_6","0","0","1000cp","2016Q4","3005.9"
"r_6","0","15 - 64","1000cp","2016Q4","2941.9"
"r_6","0","20 - 64","1000cp","2016Q4","2932.2"
"r_6","0","15 - 29","1000cp","2016Q4","422.2"
"r_6","0","15 - 24","1000cp","2016Q4","125.5"
"r_6","0","25 - 34","1000cp","2016Q4","659.6"
"r_6","0","35 - 44","1000cp","2016Q4","845.2"
"r_6","0","45 - 54","1000cp","2016Q4","774.1"
"r_6","0","55 - 64","1000cp","2016Q4","537.6"
"r_6","0","65+","1000cp","2016Q4","64.1"
"r_6","1","0","1000cp","2016Q4","1612.6"
"r_6","1","15 - 64","1000cp","2016Q4","1572.6"
"r_6","1","20 - 64","1000cp","2016Q4","1566"
"r_6","1","15 - 29","1000cp","2016Q4","249.1"
"r_6","1","15 - 24","1000cp","2016Q4","74.8"
"r_6","1","25 - 34","1000cp","2016Q4","373.4"
"r_6","1","35 - 44","1000cp","2016Q4","451.7"
"r_6","1","45 - 54","1000cp","2016Q4","399.4"
"r_6","1","55 - 64","1000cp","2016Q4","273.2"
"r_6","1","65+","1000cp","2016Q4","40"
"r_6","2","0","1000cp","2016Q4","1393.4"
"r_6","2","15 - 64","1000cp","2016Q4","1369.3"
"r_6","2","20 - 64","1000cp","2016Q4","1366.2"
"r_6","2","15 - 29","1000cp","2016Q4","173.1"
"r_6","2","15 - 24","1000cp","2016Q4","50.6"
"r_6","2","25 - 34","1000cp","2016Q4","286.1"
"r_6","2","35 - 44","1000cp","2016Q4","393.5"
"r_6","2","45 - 54","1000cp","2016Q4","374.7"
"r_6","2","55 - 64","1000cp","2016Q4","264.3"
"r_6","2","65+","1000cp","2016Q4","24.1"
"r_7","0","0","1000cp","2017Q1","3036.6819401423886"
"r_7","0","15 - 64","1000cp","2017Q1","2967.2662464006908"
"r_7","0","20 - 64","1000cp","2017Q1","2954.48397438388"
"r_7","0","15 - 29","1000cp","2017Q1","434.9167970632352"
"r_7","0","15 - 24","1000cp","2017Q1","133.65224210968262"
"r_7","0","25 - 34","1000cp","2017Q1","664.4766180587284"
"r_7","0","35 - 44","1000cp","2017Q1","845.2822206972164"
"r_7","0","45 - 54","1000cp","2017Q1","782.6188189048646"
"r_7","0","55 - 64","1000cp","2017Q1","541.2363466301989"
"r_7","0","65+","1000cp","2017Q1","69.41569374168249"
"r_7","1","0","1000cp","2017Q1","1624.6820541475802"
"r_7","1","15 - 64","1000cp","2017Q1","1584.6142582289303"
"r_7","1","20 - 64","1000cp","2017Q1","1576.0352662813061"
"r_7","1","15 - 29","1000cp","2017Q1","255.93993484233053"
"r_7","1","15 - 24","1000cp","2017Q1","81.28338712296795"
"r_7","1","25 - 34","1000cp","2017Q1","375.21658971912643"
"r_7","1","35 - 44","1000cp","2017Q1","448.8951990941448"
"r_7","1","45 - 54","1000cp","2017Q1","401.1519866866218"
"r_7","1","55 - 64","1000cp","2017Q1","278.06709560606936"
"r_7","1","65+","1000cp","2017Q1","40.06779591865529"
"r_7","2","0","1000cp","2017Q1","1411.9998859947862"
"r_7","2","15 - 64","1000cp","2017Q1","1382.6519881717588"
"r_7","2","20 - 64","1000cp","2017Q1","1378.4487081025718"
"r_7","2","15 - 29","1000cp","2017Q1","178.9768622209042"
"r_7","2","15 - 24","1000cp","2017Q1","52.3688549867145"
"r_7","2","25 - 34","1000cp","2017Q1","289.26002833960143"
"r_7","2","35 - 44","1000cp","2017Q1","396.38702160307173"
"r_7","2","45 - 54","1000cp","2017Q1","381.46683221823946"
"r_7","2","55 - 64","1000cp","2017Q1","263.1692510241317"
"r_7","2","65+","1000cp","2017Q1","29.34789782302725"
"r_8","0","0","1000cp","2017Q2","3171.7"
"r_8","0","15 - 64","1000cp","2017Q2","3092.9"
"r_8","0","20 - 64","1000cp","2017Q2","3076.2"
"r_8","0","15 - 29","1000cp","2017Q2","473.7"
"r_8","0","15 - 24","1000cp","2017Q2","151.3"
"r_8","0","25 - 34","1000cp","2017Q2","698"
"r_8","0","35 - 44","1000cp","2017Q2","871.5"
"r_8","0","45 - 54","1000cp","2017Q2","801.4"
"r_8","0","55 - 64","1000cp","2017Q2","570.6"
"r_8","0","65+","1000cp","2017Q2","78.8"
"r_8","1","0","1000cp","2017Q2","1681.4"
"r_8","1","15 - 64","1000cp","2017Q2","1638.3"
"r_8","1","20 - 64","1000cp","2017Q2","1627.8"
"r_8","1","15 - 29","1000cp","2017Q2","276.3"
"r_8","1","15 - 24","1000cp","2017Q2","89.1"
"r_8","1","25 - 34","1000cp","2017Q2","391.4"
"r_8","1","35 - 44","1000cp","2017Q2","459.7"
"r_8","1","45 - 54","1000cp","2017Q2","407.6"
"r_8","1","55 - 64","1000cp","2017Q2","290.5"
"r_8","1","65+","1000cp","2017Q2","43"
"r_8","2","0","1000cp","2017Q2","1490.4"
"r_8","2","15 - 64","1000cp","2017Q2","1454.6"
"r_8","2","20 - 64","1000cp","2017Q2","1448.4"
"r_8","2","15 - 29","1000cp","2017Q2","197.4"
"r_8","2","15 - 24","1000cp","2017Q2","62.2"
"r_8","2","25 - 34","1000cp","2017Q2","306.6"
"r_8","2","35 - 44","1000cp","2017Q2","411.8"
"r_8","2","45 - 54","1000cp","2017Q2","393.8"
"r_8","2","55 - 64","1000cp","2017Q2","280.1"
"r_8","2","65+","1000cp","2017Q2","35.8"
"r_9","0","0","1000cp","2017Q3","3225"
"r_9","0","15 - 64","1000cp","2017Q3","3142"
"r_9","0","20 - 64","1000cp","2017Q3","3124.3"
"r_9","0","15 - 29","1000cp","2017Q3","484.9"
"r_9","0","15 - 24","1000cp","2017Q3","162.9"
"r_9","0","25 - 34","1000cp","2017Q3","700.2"
"r_9","0","35 - 44","1000cp","2017Q3","883.2"
"r_9","0","45 - 54","1000cp","2017Q3","805"
"r_9","0","55 - 64","1000cp","2017Q3","590.7"
"r_9","0","65+","1000cp","2017Q3","83"
"r_9","1","0","1000cp","2017Q3","1719.9"
"r_9","1","15 - 64","1000cp","2017Q3","1672.8"
"r_9","1","20 - 64","1000cp","2017Q3","1660.5"
"r_9","1","15 - 29","1000cp","2017Q3","280.6"
"r_9","1","15 - 24","1000cp","2017Q3","94.7"
"r_9","1","25 - 34","1000cp","2017Q3","394.3"
"r_9","1","35 - 44","1000cp","2017Q3","469.2"
"r_9","1","45 - 54","1000cp","2017Q3","413.5"
"r_9","1","55 - 64","1000cp","2017Q3","301"
"r_9","1","65+","1000cp","2017Q3","47.2"
"r_9","2","0","1000cp","2017Q3","1505.1"
"r_9","2","15 - 64","1000cp","2017Q3","1469.3"
"r_9","2","20 - 64","1000cp","2017Q3","1463.8"
"r_9","2","15 - 29","1000cp","2017Q3","204.3"
"r_9","2","15 - 24","1000cp","2017Q3","68.2"
"r_9","2","25 - 34","1000cp","2017Q3","305.9"
"r_9","2","35 - 44","1000cp","2017Q3","413.9"
"r_9","2","45 - 54","1000cp","2017Q3","391.5"
"r_9","2","55 - 64","1000cp","2017Q3","289.7"
"r_9","2","65+","1000cp","2017Q3","35.8"
"r_10","0","0","1000cp","2017Q4","3167.6"
"r_10","0","15 - 64","1000cp","2017Q4","3091.3"
"r_10","0","20 - 64","1000cp","2017Q4","3078.6"
"r_10","0","15 - 29","1000cp","2017Q4","464.6"
"r_10","0","15 - 24","1000cp","2017Q4","146.7"
"r_10","0","25 - 34","1000cp","2017Q4","694.2"
"r_10","0","35 - 44","1000cp","2017Q4","878.2"
"r_10","0","45 - 54","1000cp","2017Q4","800.1"
"r_10","0","55 - 64","1000cp","2017Q4","572.1"
"r_10","0","65+","1000cp","2017Q4","76.3"
"r_10","1","0","1000cp","2017Q4","1704.3"
"r_10","1","15 - 64","1000cp","2017Q4","1658.5"
"r_10","1","20 - 64","1000cp","2017Q4","1650.6"
"r_10","1","15 - 29","1000cp","2017Q4","270.1"
"r_10","1","15 - 24","1000cp","2017Q4","88.1"
"r_10","1","25 - 34","1000cp","2017Q4","392.7"
"r_10","1","35 - 44","1000cp","2017Q4","470"
"r_10","1","45 - 54","1000cp","2017Q4","411.6"
"r_10","1","55 - 64","1000cp","2017Q4","296.1"
"r_10","1","65+","1000cp","2017Q4","45.8"
"r_10","2","0","1000cp","2017Q4","1463.3"
"r_10","2","15 - 64","1000cp","2017Q4","1432.8"
"r_10","2","20 - 64","1000cp","2017Q4","1428"
"r_10","2","15 - 29","1000cp","2017Q4","194.5"
"r_10","2","15 - 24","1000cp","2017Q4","58.5"
"r_10","2","25 - 34","1000cp","2017Q4","301.5"
"r_10","2","35 - 44","1000cp","2017Q4","408.2"
"r_10","2","45 - 54","1000cp","2017Q4","388.5"
"r_10","2","55 - 64","1000cp","2017Q4","276.1"
"r_10","2","65+","1000cp","2017Q4","30.5"
"r_11","0","0","1000cp","2018Q1","3099.3"
"r_11","0","15 - 64","1000cp","2018Q1","3023.8"
"r_11","0","20 - 64","1000cp","2018Q1","3011.6"
"r_11","0","15 - 29","1000cp","2018Q1","433.9"
"r_11","0","15 - 24","1000cp","2018Q1","126.5"
"r_11","0","25 - 34","1000cp","2018Q1","675.9"
"r_11","0","35 - 44","1000cp","2018Q1","856.4"
"r_11","0","45 - 54","1000cp","2018Q1","795"
"r_11","0","55 - 64","1000cp","2018Q1","570"
"r_11","0","65+","1000cp","2018Q1","75.6"
"r_11","1","0","1000cp","2018Q1","1655.8"
"r_11","1","15 - 64","1000cp","2018Q1","1610.6"
"r_11","1","20 - 64","1000cp","2018Q1","1603.7"
"r_11","1","15 - 29","1000cp","2018Q1","251.1"
"r_11","1","15 - 24","1000cp","2018Q1","78.6"
"r_11","1","25 - 34","1000cp","2018Q1","376.4"
"r_11","1","35 - 44","1000cp","2018Q1","456"
"r_11","1","45 - 54","1000cp","2018Q1","405"
"r_11","1","55 - 64","1000cp","2018Q1","294.6"
"r_11","1","65+","1000cp","2018Q1","45.2"
"r_11","2","0","1000cp","2018Q1","1443.6"
"r_11","2","15 - 64","1000cp","2018Q1","1413.2"
"r_11","2","20 - 64","1000cp","2018Q1","1407.9"
"r_11","2","15 - 29","1000cp","2018Q1","182.8"
"r_11","2","15 - 24","1000cp","2018Q1","47.9"
"r_11","2","25 - 34","1000cp","2018Q1","299.5"
"r_11","2","35 - 44","1000cp","2018Q1","400.3"
"r_11","2","45 - 54","1000cp","2018Q1","390.1"
"r_11","2","55 - 64","1000cp","2018Q1","275.4"
"r_11","2","65+","1000cp","2018Q1","30.4"
"r_12","0","0","1000cp","2018Q2","3157.1"
"r_12","0","15 - 64","1000cp","2018Q2","3078.2"
"r_12","0","20 - 64","1000cp","2018Q2","3064.4"
"r_12","0","15 - 29","1000cp","2018Q2","433.8"
"r_12","0","15 - 24","1000cp","2018Q2","129.8"
"r_12","0","25 - 34","1000cp","2018Q2","676.3"
"r_12","0","35 - 44","1000cp","2018Q2","867.6"
"r_12","0","45 - 54","1000cp","2018Q2","814.3"
"r_12","0","55 - 64","1000cp","2018Q2","590.1"
"r_12","0","65+","1000cp","2018Q2","78.9"
"r_12","1","0","1000cp","2018Q2","1678.1"
"r_12","1","15 - 64","1000cp","2018Q2","1632.2"
"r_12","1","20 - 64","1000cp","2018Q2","1623.1"
"r_12","1","15 - 29","1000cp","2018Q2","253.9"
"r_12","1","15 - 24","1000cp","2018Q2","78.7"
"r_12","1","25 - 34","1000cp","2018Q2","378.2"
"r_12","1","35 - 44","1000cp","2018Q2","460"
"r_12","1","45 - 54","1000cp","2018Q2","415.1"
"r_12","1","55 - 64","1000cp","2018Q2","300.2"
"r_12","1","65+","1000cp","2018Q2","45.9"
"r_12","2","0","1000cp","2018Q2","1479"
"r_12","2","15 - 64","1000cp","2018Q2","1446"
"r_12","2","20 - 64","1000cp","2018Q2","1441.3"
"r_12","2","15 - 29","1000cp","2018Q2","179.8"
"r_12","2","15 - 24","1000cp","2018Q2","51.1"
"r_12","2","25 - 34","1000cp","2018Q2","298.1"
"r_12","2","35 - 44","1000cp","2018Q2","407.6"
"r_12","2","45 - 54","1000cp","2018Q2","399.2"
"r_12","2","55 - 64","1000cp","2018Q2","290"
"r_12","2","65+","1000cp","2018Q2","33"
"r_13","0","0","1000cp","2018Q3","3205.3"
"r_13","0","15 - 64","1000cp","2018Q3","3115.1"
"r_13","0","20 - 64","1000cp","2018Q3","3096.4"
"r_13","0","15 - 29","1000cp","2018Q3","444.6"
"r_13","0","15 - 24","1000cp","2018Q3","139.7"
"r_13","0","25 - 34","1000cp","2018Q3","680.2"
"r_13","0","35 - 44","1000cp","2018Q3","877.1"
"r_13","0","45 - 54","1000cp","2018Q3","822.6"
"r_13","0","55 - 64","1000cp","2018Q3","595.5"
"r_13","0","65+","1000cp","2018Q3","90.2"
"r_13","1","0","1000cp","2018Q3","1712.2"
"r_13","1","15 - 64","1000cp","2018Q3","1660.8"
"r_13","1","20 - 64","1000cp","2018Q3","1650.3"
"r_13","1","15 - 29","1000cp","2018Q3","257.1"
"r_13","1","15 - 24","1000cp","2018Q3","80.9"
"r_13","1","25 - 34","1000cp","2018Q3","385.8"
"r_13","1","35 - 44","1000cp","2018Q3","465.4"
"r_13","1","45 - 54","1000cp","2018Q3","421.5"
"r_13","1","55 - 64","1000cp","2018Q3","307.3"
"r_13","1","65+","1000cp","2018Q3","51.4"
"r_13","2","0","1000cp","2018Q3","1493.2"
"r_13","2","15 - 64","1000cp","2018Q3","1454.3"
"r_13","2","20 - 64","1000cp","2018Q3","1446.1"
"r_13","2","15 - 29","1000cp","2018Q3","187.5"
"r_13","2","15 - 24","1000cp","2018Q3","58.9"
"r_13","2","25 - 34","1000cp","2018Q3","294.5"
"r_13","2","35 - 44","1000cp","2018Q3","411.7"
"r_13","2","45 - 54","1000cp","2018Q3","401.1"
"r_13","2","55 - 64","1000cp","2018Q3","288.2"
"r_13","2","65+","1000cp","2018Q3","38.9"
"r_14","0","0","1000cp","2018Q4","3148.9"
"r_14","0","15 - 64","1000cp","2018Q4","3058.4"
"r_14","0","20 - 64","1000cp","2018Q4","3046.2"
"r_14","0","15 - 29","1000cp","2018Q4","423.9"
"r_14","0","15 - 24","1000cp","2018Q4","125.3"
"r_14","0","25 - 34","1000cp","2018Q4","669.3"
"r_14","0","35 - 44","1000cp","2018Q4","864.9"
"r_14","0","45 - 54","1000cp","2018Q4","810"
"r_14","0","55 - 64","1000cp","2018Q4","588.9"
"r_14","0","65+","1000cp","2018Q4","90.5"
"r_14","1","0","1000cp","2018Q4","1695.3"
"r_14","1","15 - 64","1000cp","2018Q4","1642.9"
"r_14","1","20 - 64","1000cp","2018Q4","1635.5"
"r_14","1","15 - 29","1000cp","2018Q4","243.1"
"r_14","1","15 - 24","1000cp","2018Q4","74.5"
"r_14","1","25 - 34","1000cp","2018Q4","377.5"
"r_14","1","35 - 44","1000cp","2018Q4","466.7"
"r_14","1","45 - 54","1000cp","2018Q4","417.7"
"r_14","1","55 - 64","1000cp","2018Q4","306.6"
"r_14","1","65+","1000cp","2018Q4","52.3"
"r_14","2","0","1000cp","2018Q4","1453.6"
"r_14","2","15 - 64","1000cp","2018Q4","1415.4"
"r_14","2","20 - 64","1000cp","2018Q4","1410.7"
"r_14","2","15 - 29","1000cp","2018Q4","180.8"
"r_14","2","15 - 24","1000cp","2018Q4","50.8"
"r_14","2","25 - 34","1000cp","2018Q4","291.8"
"r_14","2","35 - 44","1000cp","2018Q4","398.2"
"r_14","2","45 - 54","1000cp","2018Q4","392.3"
"r_14","2","55 - 64","1000cp","2018Q4","282.3"
"r_14","2","65+","1000cp","2018Q4","38.2"
"r_15","0","0","1000cp","2019Q1","3147.8"
"r_15","0","15 - 64","1000cp","2019Q1","3062.4"
"r_15","0","20 - 64","1000cp","2019Q1","3051"
"r_15","0","15 - 29","1000cp","2019Q1","417.9"
"r_15","0","15 - 24","1000cp","2019Q1","117.7"
"r_15","0","25 - 34","1000cp","2019Q1","670.9"
"r_15","0","35 - 44","1000cp","2019Q1","858.3"
"r_15","0","45 - 54","1000cp","2019Q1","813.6"
"r_15","0","55 - 64","1000cp","2019Q1","601.9"
"r_15","0","65+","1000cp","2019Q1","85.4"
"r_15","1","0","1000cp","2019Q1","1681.4"
"r_15","1","15 - 64","1000cp","2019Q1","1630.2"
"r_15","1","20 - 64","1000cp","2019Q1","1621.5"
"r_15","1","15 - 29","1000cp","2019Q1","239.8"
"r_15","1","15 - 24","1000cp","2019Q1","71"
"r_15","1","25 - 34","1000cp","2019Q1","375.5"
"r_15","1","35 - 44","1000cp","2019Q1","460.1"
"r_15","1","45 - 54","1000cp","2019Q1","414.3"
"r_15","1","55 - 64","1000cp","2019Q1","309.1"
"r_15","1","65+","1000cp","2019Q1","51.2"
"r_15","2","0","1000cp","2019Q1","1466.4"
"r_15","2","15 - 64","1000cp","2019Q1","1432.2"
"r_15","2","20 - 64","1000cp","2019Q1","1429.5"
"r_15","2","15 - 29","1000cp","2019Q1","178.1"
"r_15","2","15 - 24","1000cp","2019Q1","46.7"
"r_15","2","25 - 34","1000cp","2019Q1","295.4"
"r_15","2","35 - 44","1000cp","2019Q1","398.2"
"r_15","2","45 - 54","1000cp","2019Q1","399.2"
"r_15","2","55 - 64","1000cp","2019Q1","292.8"
"r_15","2","65+","1000cp","2019Q1","34.1"
"r_16","0","0","1000cp","2019Q2","3262.8"
"r_16","0","15 - 64","1000cp","2019Q2","3165.1"
"r_16","0","20 - 64","1000cp","2019Q2","3154.1"
"r_16","0","15 - 29","1000cp","2019Q2","440.5"
"r_16","0","15 - 24","1000cp","2019Q2","130.9"
"r_16","0","25 - 34","1000cp","2019Q2","694.2"
"r_16","0","35 - 44","1000cp","2019Q2","872"
"r_16","0","45 - 54","1000cp","2019Q2","847"
"r_16","0","55 - 64","1000cp","2019Q2","621.1"
