RevisionColumn,PlaceResidence,GenderID,periods,Units,ValueColumn
"r_11","0","0","2018Q1","perc","54.6"
"r_11","0","1","2018Q1","perc","61.1"
"r_11","0","2","2018Q1","perc","48.6"
"r_11","1","0","2018Q1","perc","58.4"
"r_11","1","1","2018Q1","perc","64.4"
"r_11","1","2","2018Q1","perc","53"
"r_11","2","0","2018Q1","perc","44.1"
"r_11","2","1","2018Q1","perc","52.5"
"r_11","2","2","2018Q1","perc","36"
"r_12","0","0","2018Q2","perc","55.5"
"r_12","0","1","2018Q2","perc","61.9"
"r_12","0","2","2018Q2","perc","49.6"
"r_12","1","0","2018Q2","perc","58.9"
"r_12","1","1","2018Q2","perc","64.7"
"r_12","1","2","2018Q2","perc","53.7"
"r_12","2","0","2018Q2","perc","46.1"
"r_12","2","1","2018Q2","perc","54.5"
"r_12","2","2","2018Q2","perc","37.8"
"r_13","0","0","2018Q3","perc","56.1"
"r_13","0","1","2018Q3","perc","62.7"
"r_13","0","2","2018Q3","perc","50"
"r_13","1","0","2018Q3","perc","59.4"
"r_13","1","1","2018Q3","perc","65.3"
"r_13","1","2","2018Q3","perc","54"
"r_13","2","0","2018Q3","perc","47.3"
"r_13","2","1","2018Q3","perc","55.9"
"r_13","2","2","2018Q3","perc","38.8"
"r_14","0","0","2018Q4","perc","55"
"r_14","0","1","2018Q4","perc","62"
"r_14","0","2","2018Q4","perc","48.7"
"r_14","1","0","2018Q4","perc","58.7"
"r_14","1","1","2018Q4","perc","65"
"r_14","1","2","2018Q4","perc","53.1"
"r_14","2","0","2018Q4","perc","44.8"
"r_14","2","1","2018Q4","perc","53.9"
"r_14","2","2","2018Q4","perc","36"
"r_15","0","0","2019Q1","perc","55.5"
"r_15","0","1","2019Q1","perc","62"
"r_15","0","2","2019Q1","perc","49.5"
"r_15","1","0","2019Q1","perc","59.1"
"r_15","1","1","2019Q1","perc","64.9"
"r_15","1","2","2019Q1","perc","53.8"
"r_15","2","0","2019Q1","perc","45.6"
"r_15","2","1","2019Q1","perc","54.4"
"r_15","2","2","2019Q1","perc","37"
"r_16","0","0","2019Q2","perc","57"
